StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
21033,JUMBO BAG CHARLIE AND LOLA TOYS,301,301,1932,4852.020000000015,2.511397515527958
21034,REX CASH+CARRY JUMBO SHOPPER,858,858,1918,1822.100000000014,0.9500000000000073
21035,SET/2 RED RETROSPOT TEA TOWELS ,392,392,2403,7999.849999999995,3.329109446525175
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,22,22,75,80.85000000000002,1.0780000000000003
21039,RED RETROSPOT SHOPPING BAG,92,92,511,1323.089999999998,2.5892172211350255
21040,MODERN VINTAGE COTTON SHOPPING BAG,8,8,22,29.700000000000003,1.35
21041,RED RETROSPOT OVEN GLOVE DOUBLE,258,258,918,3900.7800000000043,4.249215686274514
21042,RED RETROSPOT APRON ,134,134,329,2171.0700000000015,6.598996960486327
21043,APRON MODERN VINTAGE COTTON,90,90,494,1143.7600000000014,2.315303643724699
21051,RIBBONS PURSE ,51,51,192,377.1999999999998,1.9645833333333325
21054,NURSE'S BAG SOFT TOY,29,29,70,634.5300000000002,9.064714285714288
21055,TOOL BOX SOFT TOY ,106,106,174,1728.8400000000026,9.935862068965532
21056,DOCTOR'S BAG SOFT TOY,72,72,182,1747.500000000002,9.601648351648363
21058,PARTY INVITES WOODLAND,122,122,1145,958.0100000000009,0.8366899563318785
21059,PARTY INVITES DINOSAURS,95,95,599,518.0299999999997,0.8648247078464103
21060,PARTY INVITES BALLOON GIRL,71,71,405,359.2899999999999,0.8871358024691356
21061,PARTY INVITES FOOTBALL,83,83,488,451.69999999999965,0.9256147540983599
21062,PARTY INVITES SPACEMAN,74,74,539,458.22999999999956,0.850148423005565
21063,PARTY INVITES JAZZ HEARTS,102,102,528,458.31,0.8680113636363637
21064,BOOM BOX SPEAKER BOYS,101,101,301,1301.5500000000009,4.324086378737545
21065,BOOM BOX SPEAKER GIRLS,89,89,564,1172.4800000000014,2.0788652482269527
21066,VINTAGE RED MUG,55,55,691,679.7200000000001,0.9836758321273519
21067,VINTAGE RED TEATIME MUG,79,79,292,477.26999999999964,1.6344863013698618
21068,VINTAGE BILLBOARD LOVE/HATE MUG,185,185,1596,1844.670000000003,1.1558082706766937
21069,VINTAGE BILLBOARD TEA MUG,86,86,1249,1508.7100000000007,1.207934347477983
21070,VINTAGE BILLBOARD MUG ,107,107,1107,1186.230000000001,1.071571815718158
21071,VINTAGE BILLBOARD DRINK ME MUG,165,165,989,1378.920000000002,1.394256825075836
21078,SET/20 STRAWBERRY PAPER NAPKINS ,312,312,2780,2540.3900000000094,0.913809352517989
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,985,985,13195,11304.909999999934,0.8567571049639966
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,25,25,88,143.43999999999997,1.6299999999999997
21084,SET/6 COLLAGE PAPER CUPS,180,180,2586,768.5800000000007,0.29720804331013173
21086,SET/6 RED SPOTTY PAPER CUPS,427,427,7137,4861.90000000002,0.6812246041754266
21087,SET/6 POSIES PAPER CUPS,16,16,141,74.56999999999998,0.5288652482269502
21088,SET/6 FRUIT SALAD PAPER CUPS,104,104,1666,425.9999999999997,0.2557022809123648
21089,SET/6 GREEN SPRING PAPER CUPS,25,25,233,48.99,0.21025751072961374
21090,SET/6 COLLAGE PAPER PLATES,218,218,2385,1264.1899999999996,0.5300587002096434
21094,SET/6 RED SPOTTY PAPER PLATES,527,527,8758,6933.259999999984,0.7916487782598748
21095,SET/6 POSIES PAPER PLATES,14,14,125,118.73,0.94984
21096,SET/6 FRUIT SALAD  PAPER PLATES,105,105,1259,581.0899999999997,0.4615488482922952
21098,CHRISTMAS TOILET ROLL,243,243,3692,5051.850000000003,1.3683234019501633
21100,CHARLIE AND LOLA CHARLOTTE BAG,27,27,65,162.20999999999992,2.49553846153846
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,52,52,237,702.5099999999995,2.9641772151898715
21107,CREAM SLICE FLANNEL PINK SPOT ,95,95,904,2501.559999999998,2.767212389380529
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,259,259,7103,11477.859999999962,1.6159172180768637
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,112,112,937,2765.150000000002,2.951067235859127
21110,LARGE CAKE TOWEL PINK SPOTS,135,135,1104,3808.9500000000003,3.4501358695652176
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",94,94,901,1652.2700000000004,1.833817980022198
21112,"SWISS ROLL TOWEL, PINK  SPOTS",82,82,1359,2885.1300000000006,2.1229801324503317
21114,LAVENDER SCENTED FABRIC HEART,137,137,1356,1796.83,1.3250958702064897
21115,ROSE CARAVAN DOORSTOP,162,162,566,3174.8400000000006,5.609257950530036
21116,OWL DOORSTOP,251,251,695,4051.7899999999913,5.8299136690647355
21117,BLOND DOLL DOORSTOP,14,14,115,149.25,1.2978260869565217
21120,,1,1,1,16.98,16.98
21121,SET/10 RED POLKADOT PARTY CANDLES,382,382,6538,7913.850000000002,1.2104389721627413
21122,SET/10 PINK POLKADOT PARTY CANDLES,347,347,5282,6434.790000000003,1.2182487694055286
21123,SET/10 IVORY POLKADOT PARTY CANDLES,155,155,1121,1353.3399999999992,1.207261373773416
21124,SET/10 BLUE POLKADOT PARTY CANDLES,243,243,3966,4806.800000000001,1.212002017145739
21125,SET 6 FOOTBALL CELEBRATION CANDLES,104,104,658,832.2300000000001,1.2647872340425534
21126,SET OF 6 GIRLS CELEBRATION CANDLES,126,126,593,750.2000000000002,1.2650927487352448
21128,GOLD FISHING GNOME,36,36,68,546.5999999999999,8.038235294117646
21129,SILVER FISHING GNOME ,28,28,50,405.6199999999997,8.112399999999994
21131,GOLD STANDING GNOME,28,28,106,398.02000000000015,3.75490566037736
21132,SILVER STANDING GNOME   ,22,22,44,217.35999999999999,4.9399999999999995
21135,VICTORIAN  METAL POSTCARD SPRING,176,176,2574,3078.9699999999993,1.196181041181041
21136,PAINTED METAL PEARS ASSORTED,372,372,4700,7815.110000000043,1.662789361702137
21137,BLACK RECORD COVER FRAME,375,375,11641,40596.95999999997,3.4874117343870776
21143,ANTIQUE GLASS HEART DECORATION ,38,38,326,705.28,2.163435582822086
21144,PINK POODLE HANGING DECORATION ,3,3,-7,12.239999999999998,-1.7485714285714284
21145,ANTIQUE GLASS PLACE SETTING,8,8,122,152.5,1.25
21147,JINGLE BELLS TREE DECORATION,76,76,203,415.7699999999996,2.048128078817732
21154,RED RETROSPOT OVEN GLOVE ,454,454,3823,6094.759999999997,1.594234894062254
21155,RED RETROSPOT PEG BAG,493,493,2919,8790.800000000025,3.011579307982194
21156,RETROSPOT CHILDRENS APRON,363,363,3132,6016.999999999998,1.921136653895274
21157,RED RETROSPOT WASHBAG,34,34,79,227.5999999999999,2.881012658227847
21158,MOODY GIRL DOOR HANGER ,169,169,1450,774.4599999999988,0.5341103448275853
21159,MOODY BOY  DOOR HANGER ,123,123,1127,602.1799999999989,0.5343212067435661
21160,,1,1,1,3.36,3.36
21161,KEEP OUT BOYS DOOR HANGER ,42,42,144,231.37,1.6067361111111111
21162,TOXIC AREA  DOOR HANGER ,159,159,1465,794.1499999999986,0.5420819112627977
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,127,127,1200,683.3699999999995,0.5694749999999996
21164,HOME SWEET HOME METAL SIGN ,282,282,1762,5144.179999999984,2.919511918274679
21165,BEWARE OF THE CAT METAL SIGN ,450,450,4144,6918.799999999998,1.6695945945945943
21166,COOK WITH WINE METAL SIGN ,722,722,10277,20796.539999999968,2.0236002724530473
21167,WHITE SAGE INCENSE,68,68,1382,326.64000000000016,0.23635311143270635
21169,YOU'RE CONFUSING ME METAL SIGN ,455,455,4406,7291.139999999994,1.654820699046753
21171,BATHROOM METAL SIGN ,73,73,438,613.1399999999994,1.3998630136986288
21172,PARTY METAL SIGN ,463,463,3477,5327.030000000013,1.5320765027322443
21174,POTTERING IN THE SHED METAL SIGN,535,535,4179,9413.8199999999,2.252648959081096
21175,GIN + TONIC DIET METAL SIGN,807,807,10195,23298.73999999987,2.285310446297192
21179,NO JUNK MAIL METAL SIGN,263,263,1930,1310.7500000000043,0.6791450777202095
21181,PLEASE ONE PERSON METAL SIGN,845,845,12218,25120.880000000143,2.056055000818476
21186,,1,1,2,6.72,3.36
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,48,48,371,651.7500000000001,1.756738544474394
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,50,50,326,1021.9000000000001,3.134662576687117
21189,WHITE HONEYCOMB PAPER GARLAND ,72,72,355,888.6700000000003,2.503295774647888
21190,PINK HEARTS PAPER GARLAND,6,6,118,172.70000000000002,1.4635593220338985
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,95,95,562,1451.8200000000022,2.583309608540929
21192,WHITE BELL HONEYCOMB PAPER ,88,88,1093,1924.9399999999994,1.7611527904849034
21194,PINK  HONEYCOMB PAPER FAN,68,68,489,551.5699999999999,1.1279550102249487
21195,PINK  HONEYCOMB PAPER BALL ,80,80,693,1308.5600000000009,1.8882539682539694
21196,ROUND WHITE CONFETTI IN TUBE,13,13,108,189.68,1.7562962962962965
21197,MULTICOLOUR  CONFETTI IN TUBE,28,28,263,348.3100000000001,1.3243726235741449
21198,WHITE HEART CONFETTI IN TUBE,71,71,957,948.7099999999991,0.9913375130616501
21199,PINK  HEART CONFETTI IN TUBE,79,79,918,868.1699999999995,0.9457189542483655
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,74,74,1119,1531.14,1.3683109919571046
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,101,101,1239,2985.2700000000023,2.409418886198549
21202,DOLLY HONEYCOMB GARLAND,25,25,475,487.11,1.0254947368421052
21204,DAISIES  HONEYCOMB GARLAND ,85,85,499,868.4399999999993,1.7403607214428842
21205,MULTICOLOUR 3D BALLS GARLAND,71,71,233,626.1900000000004,2.6875107296137357
21206,STRAWBERRY HONEYCOMB  GARLAND ,110,110,1288,1607.6199999999994,1.248152173913043
21207,SKULL AND CROSSBONES  GARLAND ,132,132,1068,1686.5000000000023,1.579119850187268
21208,PASTEL COLOUR HONEYCOMB FAN,87,87,899,681.7800000000001,0.7583759733036708
21209,MULTICOLOUR HONEYCOMB FAN,94,94,1205,877.9099999999996,0.72855601659751
21210,SET OF 72 RETROSPOT PAPER  DOILIES,451,451,5679,8200.539999999963,1.4440112695897098
21211,SET OF 72 SKULL PAPER  DOILIES,103,103,884,1271.5200000000004,1.4383710407239825
21212,PACK OF 72 RETROSPOT CAKE CASES,1326,1326,36039,21059.720000000125,0.5843591664585622
21213,PACK OF 72 SKULL CAKE CASES,659,659,15128,8392.039999999985,0.5547355896351127
21215,IVORY PAPER CUP CAKE CASES ,124,124,1089,745.4499999999998,0.6845270890725434
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",439,439,2117,11329.060000000116,5.351469059990608
21217,RED RETROSPOT ROUND CAKE TINS,349,349,1080,11442.840000000026,10.595222222222246
21218,RED SPOTTY BISCUIT TIN,405,405,2384,9951.240000000038,4.174177852349009
21219,SET/4 BADGES BALLOON GIRL,89,89,448,561.8400000000004,1.2541071428571438
21220,SET/4 BADGES DOGS,89,89,348,457.5099999999999,1.3146839080459767
21221,SET/4 BADGES CUTE CREATURES,54,54,261,340.21999999999997,1.3035249042145594
21222,SET/4 BADGES BEETLES,73,73,269,353.18999999999977,1.3129739776951663
21224,SET/4 SKULL BADGES,165,165,902,1065.0000000000011,1.1807095343680722
21226,POCKET MIRROR WOODLAND,20,20,94,81.79999999999995,0.8702127659574463
21228,"POCKET MIRROR ""GLAMOROUS""",2,2,5,6.25,1.25
21231,SWEETHEART CERAMIC TRINKET BOX,527,527,5906,7440.450000000007,1.2598120555367436
21232,STRAWBERRY CERAMIC TRINKET BOX,879,879,11470,15820.549999999948,1.3792981691368744
21238,RED RETROSPOT CUP,394,394,3918,3445.2200000000084,0.8793312914752446
21239,PINK  POLKADOT CUP,307,307,2997,2691.1900000000082,0.897961294627964
21240,BLUE POLKADOT CUP,328,328,3537,3082.470000000006,0.8714927905004258
21242,RED RETROSPOT PLATE ,304,304,3341,5645.629999999997,1.6898024543549828
21243,PINK  POLKADOT PLATE ,209,209,2277,3813.639999999998,1.674852876592006
21244,BLUE POLKADOT PLATE ,196,196,2267,3763.9699999999993,1.6603308337009262
21245,GREEN POLKADOT PLATE ,128,128,1078,1792.2699999999995,1.6625881261595543
21246,RED RETROSPOT BIG BOWL,98,98,284,1326.8800000000028,4.672112676056348
21248,DOOR HANGER  MUM + DADS ROOM,67,67,204,329.27000000000004,1.6140686274509806
21249,WOODLAND  HEIGHT CHART STICKERS ,119,119,724,2160.0000000000023,2.983425414364644
21250,SET OF SKULL WALL STICKERS,20,20,95,274.3700000000001,2.888105263157896
21251,DINOSAUR HEIGHT CHART STICKER SET,46,46,182,568.9799999999997,3.1262637362637347
21253,SET OF PICTURE FRAME  STICKERS,62,62,135,593.37,4.395333333333333
21257,VICTORIAN SEWING BOX MEDIUM,266,266,677,6820.970000000004,10.075288035450523
21258,VICTORIAN SEWING BOX LARGE,176,176,471,6995.0499999999965,14.851486199575364
21259,VICTORIAN SEWING BOX SMALL ,292,292,1168,7014.750000000001,6.005779109589042
21260,FIRST AID TIN,168,168,1118,3582.480000000002,3.204364937388195
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,44,44,187,672.0900000000001,3.5940641711229953
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,79,79,330,1185.3100000000009,3.5918484848484873
21263,GREEN GOOSE FEATHER TREE 60CM,43,43,169,353.07000000000005,2.089171597633136
21264,WHITE GOOSE FEATHER TREE 60CM ,50,50,277,559.9499999999998,2.0214801444043315
21265,PINK GOOSE FEATHER TREE 60CM,19,19,131,267.21000000000004,2.0397709923664125
21268,VINTAGE BLUE TINSEL REEL,1,1,2,0.84,0.42
21269,ANTIQUE CREAM CUTLERY SHELF ,19,19,29,254.98,8.792413793103448
21270,ANTIQUE CREAM CUTLERY CUPBOARD,36,36,50,530.19,10.603800000000001
21272,SALLE DE BAIN HOOK,104,104,551,781.3200000000004,1.4180036297640661
21275,ZINC TOP  2 DOOR WOODEN SHELF ,14,14,8,193.33,24.16625
21277,FRENCH STYLE EMBOSSED HEART CABINET,24,24,24,527.5299999999999,21.98041666666666
21278,VINTAGE KITCHEN PRINT PUDDINGS,7,7,43,109.64999999999999,2.55
21279,VINTAGE KITCHEN PRINT FRUITS,30,30,82,258.5,3.152439024390244
21280,VINTAGE KITCHEN PRINT VEGETABLES,12,12,65,165.74999999999997,2.5499999999999994
21281,VINTAGE KITCHEN PRINT SEAFOOD,14,14,43,129.63000000000002,3.0146511627906984
21284,RETROSPOT CANDLE  SMALL,44,44,368,345.8200000000003,0.939728260869566
21285,RETROSPOT CANDLE  MEDIUM,44,44,341,398.28000000000003,1.1679765395894428
21286,RETROSPOT CANDLE  LARGE,30,30,273,362.12,1.3264468864468864
21287,SCENTED VELVET LOUNGE CANDLE ,55,55,1790,760.1499999999995,0.42466480446927346
21288,STRIPEY CHOCOLATE NESTING BOXES,109,109,334,1009.0599999999989,3.021137724550895
21289,LARGE STRIPES CHOCOLATE GIFT BAG,51,51,547,683.75,1.25
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,51,51,943,819.6400000000006,0.8691834570519624
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,28,28,867,594.5100000000003,0.685709342560554
21293,MIRRORED DOVE WALL DECORATION,24,24,116,276.72,2.3855172413793104
21294,ETCHED GLASS COASTER,71,71,1618,825.49,0.5101915945611867
21306,SET/4 DAISY MIRROR MAGNETS,46,46,476,185.70999999999992,0.39014705882352924
21307,SET/4 BUTTERFLY MIRROR MAGNETS,13,13,79,39.2,0.49620253164556966
21310,CAPIZ CHANDELIER,1,1,1,29.95,29.95
21311,SET/4 BIRD MIRROR MAGNETS ,53,53,458,181.03999999999994,0.3952838427947597
21313,GLASS HEART T-LIGHT HOLDER ,221,221,3305,2882.900000000009,0.8722844175491707
21314,SMALL GLASS HEART TRINKET POT,576,576,4113,9541.429999999995,2.319822513980062
21316,SMALL CHUNKY GLASS ROMAN  BOWL,16,16,159,214.73000000000002,1.3505031446540883
21317,GLASS SPHERE CANDLE STAND MEDIUM,35,35,111,684.5799999999999,6.167387387387387
21318,GLASS CHALICE BLUE SMALL ,54,54,679,408.36999999999995,0.6014285714285713
21319,GLASS CHALICE GREEN  SMALL ,20,20,160,174.13000000000002,1.0883125000000002
21320,GLASS CHALICE GREEN  LARGE ,20,20,190,349.5199999999999,1.8395789473684208
21324,HANGING MEDINA LANTERN SMALL,28,28,81,259.66999999999996,3.205802469135802
21326,AGED GLASS SILVER T-LIGHT HOLDER,345,345,10562,6876.820000000014,0.6510907025184638
21327,SKULLS WRITING SET ,251,251,864,1484.1300000000003,1.717743055555556
21328,BALLOONS  WRITING SET ,344,344,1342,2418.6799999999944,1.802295081967209
21329,DINOSAURS  WRITING SET ,285,285,944,1728.639999999995,1.831186440677961
21331,MOROCCAN BEATEN METAL DISH LARGE,8,8,12,165.74,13.811666666666667
21332,MOROCCAN BEATEN METAL MIRROR,13,13,19,268.1,14.110526315789475
21333,CLASSIC WHITE FRAME,16,16,56,168.16000000000003,3.002857142857143
21336,GOLD WASHBAG,10,10,27,54.57000000000001,2.0211111111111113
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,293,293,950,11040.069999999989,11.621126315789462
21344,MOROCCAN BEATEN METAL DISH,6,6,12,130.24,10.853333333333333
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,6,6,140,361.55999999999995,2.5825714285714283
21349,IVY HEART WREATH,10,10,14,128.6,9.185714285714285
21351,CINAMMON & ORANGE WREATH,36,36,97,625.6299999999999,6.449793814432988
21352,EUCALYPTUS & PINECONE  WREATH,79,79,369,1450.5099999999998,3.9309214092140916
21354,TOAST ITS - BEST MUM,95,95,801,1010.2100000000005,1.2611860174781528
21355,TOAST ITS - I LOVE YOU ,120,120,794,998.8300000000003,1.257972292191436
21356,TOAST ITS - FAIRY FLOWER,151,151,643,704.55,1.0957231726283048
21357,TOAST ITS - DINOSAUR,10,10,19,23.75,1.25
21358,TOAST ITS - HAPPY BIRTHDAY,108,108,412,494.5399999999996,1.200339805825242
21359,RELAX LARGE WOOD LETTERS,31,31,128,852.3300000000002,6.658828125000001
21360,JOY LARGE WOOD LETTERS,16,16,39,236.16999999999996,6.055641025641025
21361,LOVE LARGE WOOD LETTERS ,71,71,102,1454.9600000000003,14.264313725490199
21363,HOME SMALL WOOD LETTERS,130,130,231,1344.5400000000002,5.820519480519481
21364,PEACE SMALL WOOD LETTERS,25,25,29,216.20999999999998,7.45551724137931
21365,MIRRORED WALL ART STARS,51,51,363,447.09000000000015,1.2316528925619838
21366,MIRRORED WALL ART PHOTO FRAMES,46,46,89,470.17000000000024,5.282808988764048
21367,MIRRORED WALL ART GENTS,42,42,171,199.49000000000007,1.1666081871345033
21368,MIRRORED WALL ART LADIES,31,31,164,144.03,0.8782317073170732
21369,MIRRORED WALL ART SPLODGES,16,16,101,161.49,1.598910891089109
21370,MIRRORED WALL ART FOXY,9,9,16,100.66000000000003,6.291250000000002
21371,MIRRORED WALL ART POPPIES,37,37,287,319.7099999999999,1.1139721254355397
21372,MIRRORED WALL ART TABLE LAMP,32,32,75,107.75,1.4366666666666668
21373,MIRRORED WALL ART SNOWFLAKES,48,48,500,380.04,0.7600800000000001
21374,MIRRORED WALL ART SKULLS,46,46,304,463.78999999999996,1.5256249999999998
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,27,27,43,315.27000000000004,7.3318604651162795
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,17,17,37,197.80999999999997,5.346216216216216
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,41,41,121,215.67999999999995,1.7824793388429747
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,34,34,142,217.89000000000001,1.53443661971831
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,50,50,184,254.33000000000015,1.382228260869566
21380,WOODEN HAPPY BIRTHDAY GARLAND,290,290,2167,6313.409999999984,2.9134333179510774
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,225,225,1790,3095.750000000006,1.72946927374302
21382,SET/4 SPRING FLOWER DECORATION,129,129,1140,1383.0800000000013,1.2132280701754397
21383,PACK OF 12 STICKY BUNNIES,168,168,996,754.5300000000001,0.7575602409638555
21385,IVORY HANGING DECORATION  HEART,317,317,3887,3445.850000000008,0.8865063030614891
21386,IVORY HANGING DECORATION  EGG,51,51,733,290.2,0.3959072305593451
21389,IVORY HANGING DECORATION  BIRD,129,129,1115,965.9300000000001,0.8663049327354261
21390,FILIGRIS HEART WITH BUTTERFLY,213,213,3903,4848.130000000004,1.2421547527542924
21391,FRENCH LAVENDER SCENT HEART,105,105,1076,1058.1400000000003,0.9834014869888479
21392,RED POLKADOT PUDDING BOWL,7,7,34,46.39,1.3644117647058824
21393,BLUE POLKADOT PUDDING BOWL,7,7,29,38.67,1.333448275862069
21394,RED POLKADOT BEAKER ,133,133,3843,1595.1900000000019,0.4150897736143643
21395,BLUE POLKADOT BEAKER ,93,93,2834,1137.500000000001,0.40137614678899114
21397,BLUE POLKADOT EGG CUP ,65,65,1075,550.43,0.5120279069767442
21398,RED POLKADOT COFFEE  MUG,63,63,1532,729.6000000000001,0.4762402088772847
21399,BLUE POLKADOT COFFEE MUG,74,74,1955,831.0000000000001,0.4250639386189259
21400,RED PUDDING SPOON,72,72,881,128.63,0.14600454029511917
21401,BLUE PUDDING SPOON,82,82,1052,151.18999999999986,0.14371673003802268
21402,RED  EGG  SPOON,92,92,1369,185.5199999999999,0.13551497443389326
21403,BLUE EGG  SPOON,106,106,1857,322.17999999999995,0.17349488422186318
21407,BROWN CHECK CAT DOORSTOP ,137,137,289,1416.8599999999994,4.902629757785466
21408,SPOTTY PINK DUCK DOORSTOP,118,118,287,1286.709999999999,4.483310104529613
21410,,1,1,1,8.47,8.47
21411,GINGHAM HEART  DOORSTOP RED,242,242,787,2956.5299999999947,3.7567090216010097
21412,,1,1,-6,-2.52,0.42
21413,PERIWINKLE T-LIGHT HOLDER,17,17,48,75.02000000000001,1.562916666666667
21414,,1,1,1,2.1,2.1
21415,CLAM SHELL SMALL ,46,46,223,454.4199999999999,2.0377578475336318
21416,CLAM SHELL LARGE,4,4,5,18.75,3.75
21417,COCKLE SHELL DISH,69,69,339,627.6999999999999,1.8516224188790558
21418,STARFISH SOAP DISH,25,25,74,189.75000000000003,2.5641891891891895
21420,OYSTER TRINKET BOX,19,19,54,123.65999999999998,2.2899999999999996
21421,PORCELAIN ROSE LARGE ,14,14,299,348.43,1.1653177257525085
21422,PORCELAIN ROSE SMALL,65,65,1603,1291.6000000000013,0.8057392389270126
21424,WOODLAND STORAGE BOX LARGE ,74,74,341,1386.2700000000013,4.065307917888567
21425,SKULLS STORAGE BOX LARGE,30,30,87,320.48999999999995,3.6837931034482754
21426,WOODLAND STORAGE BOX SMALL,49,49,252,616.1799999999998,2.4451587301587296
21427,SKULLS STORAGE BOX SMALL,44,44,93,250.14000000000004,2.6896774193548394
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,266,266,1173,5031.629999999997,4.2895396419437315
21429,RED GINGHAM ROSE JEWELLERY BOX,291,291,1702,3324.8500000000063,1.953495887191543
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,485,485,2999,11784.419999999927,3.9294498166055107
21439,BASKET OF TOADSTOOLS,131,131,1022,1334.670000000001,1.3059393346379657
21441,BLUE BIRDHOUSE DECORATION,62,62,421,292.0299999999998,0.6936579572446551
21442,GREEN BIRDHOUSE DECORATION,59,59,440,310.4899999999998,0.7056590909090904
21445,12 PINK ROSE PEG PLACE SETTINGS,22,22,210,262.5,1.25
21446,12 RED ROSE PEG PLACE SETTINGS,105,105,457,640.9200000000003,1.4024507658643333
21447,12 IVORY ROSE PEG PLACE SETTINGS,149,149,968,1476.850000000001,1.5256714876033068
21448,12 DAISY PEGS IN WOOD BOX,76,76,349,600.8699999999997,1.7216905444126065
21452,TOADSTOOL MONEY BOX,196,196,788,2465.9600000000014,3.129390862944164
21454,PAINTED PINK RABBIT ,136,136,573,486.0099999999996,0.8481849912739958
21455,PAINTED YELLOW WOODEN DAISY,118,118,599,505.7399999999999,0.8443071786310515
21456,2 PICTURE BOOK EGGS EASTER CHICKS,26,26,170,220.97000000000003,1.2998235294117648
21457,2 PICTURE BOOK EGGS EASTER DUCKS,25,25,124,165.89000000000007,1.3378225806451618
21458,2 PICTURE BOOK EGGS EASTER BUNNY,36,36,182,256.5400000000001,1.40956043956044
21459,YELLOW EASTER EGG HUNT START POST,21,21,68,134.78,1.9820588235294119
