StockCode,Description,NumberOfOrders,NumberOfCustomers,TotalQty,TotalPrice,AvgUnitPrice
21062,PARTY INVITES SPACEMAN,74,74,539,458.22999999999996,0.8501484230055658
21063,PARTY INVITES JAZZ HEARTS,102,102,528,458.30999999999995,0.8680113636363636
21064,BOOM BOX SPEAKER BOYS,101,101,301,1301.55,4.324086378737541
21065,BOOM BOX SPEAKER GIRLS,89,89,564,1172.48,2.0788652482269505
21066,VINTAGE RED MUG,55,55,691,679.72,0.9836758321273517
21067,VINTAGE RED TEATIME MUG,79,79,292,477.27,1.634486301369863
21068,VINTAGE BILLBOARD LOVE/HATE MUG,185,185,1596,1844.67,1.1558082706766917
21069,VINTAGE BILLBOARD TEA MUG,86,86,1249,1508.71,1.2079343474779825
21070,VINTAGE BILLBOARD MUG ,107,107,1107,1186.23,1.0715718157181573
21071,VINTAGE BILLBOARD DRINK ME MUG,165,165,989,1378.92,1.3942568250758343
21078,SET/20 STRAWBERRY PAPER NAPKINS ,312,312,2780,2540.39,0.9138093525179856
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,985,985,13195,11304.91,0.8567571049640015
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,25,25,88,143.44,1.63
21084,SET/6 COLLAGE PAPER CUPS,180,180,2586,768.58,0.2972080433101315
21086,SET/6 RED SPOTTY PAPER CUPS,427,427,7137,4861.900000000001,0.681224604175424
21087,SET/6 POSIES PAPER CUPS,16,16,141,74.57000000000001,0.5288652482269504
21088,SET/6 FRUIT SALAD PAPER CUPS,104,104,1666,426.0,0.25570228091236497
21089,SET/6 GREEN SPRING PAPER CUPS,25,25,233,48.99,0.21025751072961374
21090,SET/6 COLLAGE PAPER PLATES,218,218,2385,1264.19,0.5300587002096436
21094,SET/6 RED SPOTTY PAPER PLATES,527,527,8758,6933.259999999999,0.7916487782598766
21095,SET/6 POSIES PAPER PLATES,14,14,125,118.72999999999999,0.9498399999999999
21096,SET/6 FRUIT SALAD  PAPER PLATES,105,105,1259,581.0899999999999,0.4615488482922954
21098,CHRISTMAS TOILET ROLL,243,243,3692,5051.85,1.3683234019501627
21100,CHARLIE AND LOLA CHARLOTTE BAG,27,27,65,162.21,2.4955384615384615
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,52,52,237,702.51,2.9641772151898733
21107,CREAM SLICE FLANNEL PINK SPOT ,95,95,904,2501.56,2.7672123893805307
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,259,259,7103,11477.86,1.615917218076869
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,112,112,937,2765.15,2.951067235859125
21110,LARGE CAKE TOWEL PINK SPOTS,135,135,1104,3808.95,3.450135869565217
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",94,94,901,1652.27,1.8338179800221976
21112,"SWISS ROLL TOWEL, PINK  SPOTS",82,82,1359,2885.13,2.1229801324503312
21114,LAVENDER SCENTED FABRIC HEART,137,137,1356,1796.83,1.3250958702064897
21115,ROSE CARAVAN DOORSTOP,162,162,566,3174.84,5.6092579505300355
21116,OWL DOORSTOP,251,251,695,4051.79,5.829913669064748
21117,BLOND DOLL DOORSTOP,14,14,115,149.25,1.2978260869565217
21120,,1,1,1,16.98,16.98
21121,SET/10 RED POLKADOT PARTY CANDLES,382,382,6538,7913.85,1.2104389721627409
21122,SET/10 PINK POLKADOT PARTY CANDLES,347,347,5282,6434.79,1.2182487694055282
21123,SET/10 IVORY POLKADOT PARTY CANDLES,155,155,1121,1353.34,1.2072613737734166
21124,SET/10 BLUE POLKADOT PARTY CANDLES,243,243,3966,4806.8,1.2120020171457389
21125,SET 6 FOOTBALL CELEBRATION CANDLES,104,104,658,832.23,1.2647872340425532
21126,SET OF 6 GIRLS CELEBRATION CANDLES,126,126,593,750.2,1.2650927487352446
21128,GOLD FISHING GNOME,36,36,68,546.6,8.038235294117648
21129,SILVER FISHING GNOME ,28,28,50,405.62,8.112400000000001
21131,GOLD STANDING GNOME,28,28,106,398.02,3.7549056603773585
21132,SILVER STANDING GNOME   ,22,22,44,217.35999999999999,4.9399999999999995
21135,VICTORIAN  METAL POSTCARD SPRING,176,176,2574,3078.97,1.1961810411810412
21136,PAINTED METAL PEARS ASSORTED,372,372,4700,7815.11,1.6627893617021277
21137,BLACK RECORD COVER FRAME,375,375,11641,40596.96,3.48741173438708
21143,ANTIQUE GLASS HEART DECORATION ,38,38,326,705.28,2.163435582822086
21144,PINK POODLE HANGING DECORATION ,3,3,-7,12.239999999999998,-1.7485714285714284
21145,ANTIQUE GLASS PLACE SETTING,8,8,122,152.5,1.25
21147,JINGLE BELLS TREE DECORATION,76,76,203,415.77,2.048128078817734
21154,RED RETROSPOT OVEN GLOVE ,454,454,3823,6094.76,1.5942348940622548
21155,RED RETROSPOT PEG BAG,493,493,2919,8790.8,3.0115793079821853
21156,RETROSPOT CHILDRENS APRON,363,363,3132,6017.0,1.9211366538952745
21157,RED RETROSPOT WASHBAG,34,34,79,227.6,2.881012658227848
21158,MOODY GIRL DOOR HANGER ,169,169,1450,774.46,0.5341103448275862
21159,MOODY BOY  DOOR HANGER ,123,123,1127,602.18,0.534321206743567
21160,,1,1,1,3.36,3.36
21161,KEEP OUT BOYS DOOR HANGER ,42,42,144,231.36999999999998,1.606736111111111
21162,TOXIC AREA  DOOR HANGER ,159,159,1465,794.15,0.5420819112627986
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,127,127,1200,683.37,0.569475
21164,HOME SWEET HOME METAL SIGN ,282,282,1762,5144.18,2.919511918274688
21165,BEWARE OF THE CAT METAL SIGN ,450,450,4144,6918.8,1.6695945945945947
21166,COOK WITH WINE METAL SIGN ,722,722,10277,20796.54,2.0236002724530504
21167,WHITE SAGE INCENSE,68,68,1382,326.64,0.2363531114327062
21169,YOU'RE CONFUSING ME METAL SIGN ,455,455,4406,7291.14,1.6548206990467544
21171,BATHROOM METAL SIGN ,73,73,438,613.14,1.39986301369863
21172,PARTY METAL SIGN ,463,463,3477,5327.03,1.5320765027322403
21174,POTTERING IN THE SHED METAL SIGN,535,535,4179,9413.82,2.2526489590811196
21175,GIN + TONIC DIET METAL SIGN,807,807,10195,23298.739999999998,2.2853104462972045
21179,NO JUNK MAIL METAL SIGN,263,263,1930,1310.75,0.6791450777202073
21181,PLEASE ONE PERSON METAL SIGN,845,845,12218,25120.88,2.0560550008184646
21186,,1,1,2,6.72,3.36
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,48,48,371,651.75,1.7567385444743935
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,50,50,326,1021.9000000000001,3.134662576687117
21189,WHITE HONEYCOMB PAPER GARLAND ,72,72,355,888.67,2.503295774647887
21190,PINK HEARTS PAPER GARLAND,6,6,118,172.70000000000002,1.4635593220338985
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,95,95,562,1451.8200000000002,2.5833096085409255
21192,WHITE BELL HONEYCOMB PAPER ,88,88,1093,1924.9399999999998,1.7611527904849038
21194,PINK  HONEYCOMB PAPER FAN,68,68,489,551.57,1.127955010224949
21195,PINK  HONEYCOMB PAPER BALL ,80,80,693,1308.56,1.888253968253968
21196,ROUND WHITE CONFETTI IN TUBE,13,13,108,189.67999999999998,1.756296296296296
21197,MULTICOLOUR  CONFETTI IN TUBE,28,28,263,348.30999999999995,1.3243726235741442
21198,WHITE HEART CONFETTI IN TUBE,71,71,957,948.7099999999999,0.991337513061651
21199,PINK  HEART CONFETTI IN TUBE,79,79,918,868.17,0.9457189542483659
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,74,74,1119,1531.1399999999999,1.3683109919571044
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,101,101,1239,2985.27,2.409418886198547
21202,DOLLY HONEYCOMB GARLAND,25,25,475,487.11,1.0254947368421052
21204,DAISIES  HONEYCOMB GARLAND ,85,85,499,868.4399999999999,1.7403607214428856
21205,MULTICOLOUR 3D BALLS GARLAND,71,71,233,626.1899999999999,2.6875107296137335
21206,STRAWBERRY HONEYCOMB  GARLAND ,110,110,1288,1607.62,1.2481521739130435
21207,SKULL AND CROSSBONES  GARLAND ,132,132,1068,1686.4999999999998,1.5791198501872656
21208,PASTEL COLOUR HONEYCOMB FAN,87,87,899,681.78,0.7583759733036707
21209,MULTICOLOUR HONEYCOMB FAN,94,94,1205,877.91,0.7285560165975103
21210,SET OF 72 RETROSPOT PAPER  DOILIES,451,451,5679,8200.539999999999,1.4440112695897163
21211,SET OF 72 SKULL PAPER  DOILIES,103,103,884,1271.52,1.4383710407239818
21212,PACK OF 72 RETROSPOT CAKE CASES,1326,1326,36039,21059.72,0.5843591664585588
21213,PACK OF 72 SKULL CAKE CASES,659,659,15128,8392.04,0.5547355896351137
21215,IVORY PAPER CUP CAKE CASES ,124,124,1089,745.45,0.6845270890725437
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",439,439,2117,11329.06,5.351469059990553
21217,RED RETROSPOT ROUND CAKE TINS,349,349,1080,11442.84,10.595222222222223
21218,RED SPOTTY BISCUIT TIN,405,405,2384,9951.24,4.174177852348993
21219,SET/4 BADGES BALLOON GIRL,89,89,448,561.84,1.2541071428571429
21220,SET/4 BADGES DOGS,89,89,348,457.51,1.314683908045977
21221,SET/4 BADGES CUTE CREATURES,54,54,261,340.22,1.3035249042145596
21222,SET/4 BADGES BEETLES,73,73,269,353.19,1.3129739776951672
21224,SET/4 SKULL BADGES,165,165,902,1065.0,1.180709534368071
21226,POCKET MIRROR WOODLAND,20,20,94,81.8,0.8702127659574468
21228,"POCKET MIRROR ""GLAMOROUS""",2,2,5,6.25,1.25
21231,SWEETHEART CERAMIC TRINKET BOX,527,527,5906,7440.45,1.2598120555367422
21232,STRAWBERRY CERAMIC TRINKET BOX,879,879,11470,15820.550000000001,1.3792981691368789
21238,RED RETROSPOT CUP,394,394,3918,3445.22,0.8793312914752425
21239,PINK  POLKADOT CUP,307,307,2997,2691.19,0.8979612946279613
21240,BLUE POLKADOT CUP,328,328,3537,3082.47,0.871492790500424
21242,RED RETROSPOT PLATE ,304,304,3341,5645.63,1.6898024543549837
21243,PINK  POLKADOT PLATE ,209,209,2277,3813.64,1.674852876592007
21244,BLUE POLKADOT PLATE ,196,196,2267,3763.97,1.6603308337009262
21245,GREEN POLKADOT PLATE ,128,128,1078,1792.27,1.6625881261595548
21246,RED RETROSPOT BIG BOWL,98,98,284,1326.88,4.672112676056338
21248,DOOR HANGER  MUM + DADS ROOM,67,67,204,329.27,1.6140686274509803
21249,WOODLAND  HEIGHT CHART STICKERS ,119,119,724,2160.0,2.983425414364641
21250,SET OF SKULL WALL STICKERS,20,20,95,274.37,2.888105263157895
21251,DINOSAUR HEIGHT CHART STICKER SET,46,46,182,568.98,3.1262637362637364
21253,SET OF PICTURE FRAME  STICKERS,62,62,135,593.37,4.395333333333333
21257,VICTORIAN SEWING BOX MEDIUM,266,266,677,6820.97,10.075288035450518
21258,VICTORIAN SEWING BOX LARGE,176,176,471,6995.05,14.851486199575373
21259,VICTORIAN SEWING BOX SMALL ,292,292,1168,7014.75,6.005779109589041
21260,FIRST AID TIN,168,168,1118,3582.48,3.2043649373881933
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,44,44,187,672.09,3.594064171122995
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,79,79,330,1185.3100000000002,3.5918484848484855
21263,GREEN GOOSE FEATHER TREE 60CM,43,43,169,353.07,2.089171597633136
21264,WHITE GOOSE FEATHER TREE 60CM ,50,50,277,559.9499999999999,2.021480144404332
21265,PINK GOOSE FEATHER TREE 60CM,19,19,131,267.21,2.039770992366412
21268,VINTAGE BLUE TINSEL REEL,1,1,2,0.84,0.42
21269,ANTIQUE CREAM CUTLERY SHELF ,19,19,29,254.98,8.792413793103448
21270,ANTIQUE CREAM CUTLERY CUPBOARD,36,36,50,530.19,10.603800000000001
21272,SALLE DE BAIN HOOK,104,104,551,781.3199999999999,1.4180036297640652
21275,ZINC TOP  2 DOOR WOODEN SHELF ,14,14,8,193.32999999999998,24.166249999999998
21277,FRENCH STYLE EMBOSSED HEART CABINET,24,24,24,527.53,21.980416666666667
21278,VINTAGE KITCHEN PRINT PUDDINGS,7,7,43,109.64999999999999,2.55
21279,VINTAGE KITCHEN PRINT FRUITS,30,30,82,258.5,3.152439024390244
21280,VINTAGE KITCHEN PRINT VEGETABLES,12,12,65,165.75,2.55
21281,VINTAGE KITCHEN PRINT SEAFOOD,14,14,43,129.63,3.0146511627906976
21284,RETROSPOT CANDLE  SMALL,44,44,368,345.82,0.9397282608695652
21285,RETROSPOT CANDLE  MEDIUM,44,44,341,398.28000000000003,1.1679765395894428
21286,RETROSPOT CANDLE  LARGE,30,30,273,362.12,1.3264468864468864
21287,SCENTED VELVET LOUNGE CANDLE ,55,55,1790,760.15,0.42466480446927374
21288,STRIPEY CHOCOLATE NESTING BOXES,109,109,334,1009.0600000000001,3.0211377245508984
21289,LARGE STRIPES CHOCOLATE GIFT BAG,51,51,547,683.75,1.25
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,51,51,943,819.64,0.8691834570519618
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,28,28,867,594.51,0.6857093425605536
21293,MIRRORED DOVE WALL DECORATION,24,24,116,276.72,2.3855172413793104
21294,ETCHED GLASS COASTER,71,71,1618,825.49,0.5101915945611867
21306,SET/4 DAISY MIRROR MAGNETS,46,46,476,185.70999999999998,0.39014705882352935
21307,SET/4 BUTTERFLY MIRROR MAGNETS,13,13,79,39.2,0.49620253164556966
21310,CAPIZ CHANDELIER,1,1,1,29.95,29.95
21311,SET/4 BIRD MIRROR MAGNETS ,53,53,458,181.04,0.3952838427947598
21313,GLASS HEART T-LIGHT HOLDER ,221,221,3305,2882.8999999999996,0.8722844175491679
21314,SMALL GLASS HEART TRINKET POT,576,576,4113,9541.43,2.3198225139800632
21316,SMALL CHUNKY GLASS ROMAN  BOWL,16,16,159,214.73000000000002,1.3505031446540883
21317,GLASS SPHERE CANDLE STAND MEDIUM,35,35,111,684.58,6.167387387387388
21318,GLASS CHALICE BLUE SMALL ,54,54,679,408.37,0.6014285714285714
21319,GLASS CHALICE GREEN  SMALL ,20,20,160,174.13,1.0883125
21320,GLASS CHALICE GREEN  LARGE ,20,20,190,349.52,1.839578947368421
21324,HANGING MEDINA LANTERN SMALL,28,28,81,259.67,3.2058024691358025
21326,AGED GLASS SILVER T-LIGHT HOLDER,345,345,10562,6876.820000000001,0.6510907025184625
21327,SKULLS WRITING SET ,251,251,864,1484.1299999999999,1.7177430555555555
21328,BALLOONS  WRITING SET ,344,344,1342,2418.68,1.802295081967213
21329,DINOSAURS  WRITING SET ,285,285,944,1728.6399999999999,1.8311864406779659
21331,MOROCCAN BEATEN METAL DISH LARGE,8,8,12,165.74,13.811666666666667
21332,MOROCCAN BEATEN METAL MIRROR,13,13,19,268.1,14.110526315789475
21333,CLASSIC WHITE FRAME,16,16,56,168.16000000000003,3.002857142857143
21336,GOLD WASHBAG,10,10,27,54.57,2.0211111111111113
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,293,293,950,11040.07,11.621126315789473
21344,MOROCCAN BEATEN METAL DISH,6,6,12,130.24,10.853333333333333
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,6,6,140,361.55999999999995,2.5825714285714283
21349,IVY HEART WREATH,10,10,14,128.6,9.185714285714285
21351,CINAMMON & ORANGE WREATH,36,36,97,625.63,6.44979381443299
21352,EUCALYPTUS & PINECONE  WREATH,79,79,369,1450.5100000000002,3.930921409214093
21354,TOAST ITS - BEST MUM,95,95,801,1010.21,1.2611860174781524
21355,TOAST ITS - I LOVE YOU ,120,120,794,998.83,1.2579722921914358
21356,TOAST ITS - FAIRY FLOWER,151,151,643,704.55,1.0957231726283048
21357,TOAST ITS - DINOSAUR,10,10,19,23.75,1.25
21358,TOAST ITS - HAPPY BIRTHDAY,108,108,412,494.54,1.2003398058252428
21359,RELAX LARGE WOOD LETTERS,31,31,128,852.33,6.658828125
21360,JOY LARGE WOOD LETTERS,16,16,39,236.17,6.055641025641025
21361,LOVE LARGE WOOD LETTERS ,71,71,102,1454.96,14.264313725490197
21363,HOME SMALL WOOD LETTERS,130,130,231,1344.54,5.82051948051948
21364,PEACE SMALL WOOD LETTERS,25,25,29,216.21,7.455517241379311
21365,MIRRORED WALL ART STARS,51,51,363,447.09000000000003,1.2316528925619836
21366,MIRRORED WALL ART PHOTO FRAMES,46,46,89,470.17,5.282808988764045
21367,MIRRORED WALL ART GENTS,42,42,171,199.49,1.1666081871345029
21368,MIRRORED WALL ART LADIES,31,31,164,144.03,0.8782317073170732
21369,MIRRORED WALL ART SPLODGES,16,16,101,161.49,1.598910891089109
21370,MIRRORED WALL ART FOXY,9,9,16,100.66,6.29125
21371,MIRRORED WALL ART POPPIES,37,37,287,319.71,1.11397212543554
21372,MIRRORED WALL ART TABLE LAMP,32,32,75,107.75,1.4366666666666668
21373,MIRRORED WALL ART SNOWFLAKES,48,48,500,380.04,0.7600800000000001
21374,MIRRORED WALL ART SKULLS,46,46,304,463.79,1.525625
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,27,27,43,315.27,7.331860465116279
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,17,17,37,197.81,5.346216216216217
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,41,41,121,215.67999999999998,1.782479338842975
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,34,34,142,217.89,1.5344366197183097
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,50,50,184,254.32999999999998,1.382228260869565
21380,WOODEN HAPPY BIRTHDAY GARLAND,290,290,2167,6313.410000000001,2.913433317951085
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,225,225,1790,3095.75,1.7294692737430168
21382,SET/4 SPRING FLOWER DECORATION,129,129,1140,1383.0800000000002,1.2132280701754388
21383,PACK OF 12 STICKY BUNNIES,168,168,996,754.53,0.7575602409638554
21385,IVORY HANGING DECORATION  HEART,317,317,3887,3445.85,0.886506303061487
21386,IVORY HANGING DECORATION  EGG,51,51,733,290.2,0.3959072305593451
21389,IVORY HANGING DECORATION  BIRD,129,129,1115,965.93,0.866304932735426
21390,FILIGRIS HEART WITH BUTTERFLY,213,213,3903,4848.13,1.2421547527542915
21391,FRENCH LAVENDER SCENT HEART,105,105,1076,1058.14,0.9834014869888477
21392,RED POLKADOT PUDDING BOWL,7,7,34,46.39,1.3644117647058824
21393,BLUE POLKADOT PUDDING BOWL,7,7,29,38.67,1.333448275862069
21394,RED POLKADOT BEAKER ,133,133,3843,1595.1899999999998,0.4150897736143637
21395,BLUE POLKADOT BEAKER ,93,93,2834,1137.5,0.4013761467889908
21397,BLUE POLKADOT EGG CUP ,65,65,1075,550.43,0.5120279069767442
21398,RED POLKADOT COFFEE  MUG,63,63,1532,729.6,0.47624020887728463
21399,BLUE POLKADOT COFFEE MUG,74,74,1955,831.0,0.42506393861892583
21400,RED PUDDING SPOON,72,72,881,128.63,0.14600454029511917
21401,BLUE PUDDING SPOON,82,82,1052,151.19,0.14371673003802282
21402,RED  EGG  SPOON,92,92,1369,185.51999999999998,0.13551497443389335
21403,BLUE EGG  SPOON,106,106,1857,322.18,0.1734948842218632
21407,BROWN CHECK CAT DOORSTOP ,137,137,289,1416.86,4.9026297577854665
21408,SPOTTY PINK DUCK DOORSTOP,118,118,287,1286.71,4.483310104529616
21410,,1,1,1,8.47,8.47
21411,GINGHAM HEART  DOORSTOP RED,242,242,787,2956.5299999999997,3.7567090216010164
21412,,1,1,-6,-2.52,0.42
21413,PERIWINKLE T-LIGHT HOLDER,17,17,48,75.02,1.5629166666666665
21414,,1,1,1,2.1,2.1
21415,CLAM SHELL SMALL ,46,46,223,454.42,2.037757847533632
21416,CLAM SHELL LARGE,4,4,5,18.75,3.75
21417,COCKLE SHELL DISH,69,69,339,627.7,1.8516224188790562
21418,STARFISH SOAP DISH,25,25,74,189.75,2.564189189189189
21420,OYSTER TRINKET BOX,19,19,54,123.66,2.29
21421,PORCELAIN ROSE LARGE ,14,14,299,348.43,1.1653177257525085
21422,PORCELAIN ROSE SMALL,65,65,1603,1291.6,0.8057392389270118
21424,WOODLAND STORAGE BOX LARGE ,74,74,341,1386.27,4.065307917888563
21425,SKULLS STORAGE BOX LARGE,30,30,87,320.49,3.683793103448276
21426,WOODLAND STORAGE BOX SMALL,49,49,252,616.1800000000001,2.4451587301587305
21427,SKULLS STORAGE BOX SMALL,44,44,93,250.14000000000001,2.689677419354839
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,266,266,1173,5031.63,4.289539641943734
21429,RED GINGHAM ROSE JEWELLERY BOX,291,291,1702,3324.85,1.9534958871915393
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,485,485,2999,11784.42,3.929449816605535
21439,BASKET OF TOADSTOOLS,131,131,1022,1334.67,1.3059393346379649
21441,BLUE BIRDHOUSE DECORATION,62,62,421,292.03,0.6936579572446555
21442,GREEN BIRDHOUSE DECORATION,59,59,440,310.49,0.705659090909091
21445,12 PINK ROSE PEG PLACE SETTINGS,22,22,210,262.5,1.25
21446,12 RED ROSE PEG PLACE SETTINGS,105,105,457,640.92,1.4024507658643326
21447,12 IVORY ROSE PEG PLACE SETTINGS,149,149,968,1476.85,1.5256714876033057
21448,12 DAISY PEGS IN WOOD BOX,76,76,349,600.8699999999999,1.7216905444126072
21452,TOADSTOOL MONEY BOX,196,196,788,2465.96,3.1293908629441627
21454,PAINTED PINK RABBIT ,136,136,573,486.01,0.8481849912739965
21455,PAINTED YELLOW WOODEN DAISY,118,118,599,505.73999999999995,0.8443071786310516
21456,2 PICTURE BOOK EGGS EASTER CHICKS,26,26,170,220.97,1.2998235294117646
21457,2 PICTURE BOOK EGGS EASTER DUCKS,25,25,124,165.89,1.3378225806451611
21458,2 PICTURE BOOK EGGS EASTER BUNNY,36,36,182,256.54,1.4095604395604397
21459,YELLOW EASTER EGG HUNT START POST,21,21,68,134.78,1.9820588235294119
21460,GREEN EASTER EGG HUNT START POST,11,11,28,56.78,2.027857142857143
21461,BLUE EASTER EGG HUNT START POST,8,8,9,21.91,2.4344444444444444
21462,"NURSERY A,B,C PAINTED LETTERS",73,73,198,932.4,4.709090909090909
21463,MIRRORED DISCO BALL ,139,139,609,3230.05,5.303858784893268
21464,DISCO BALL ROTATOR BATTERY OPERATED,108,108,240,1017.0,4.2375
21465,PINK FLOWER CROCHET FOOD COVER,79,79,237,897.8,3.7881856540084384
21466,RED FLOWER CROCHET FOOD COVER,112,112,304,1116.89,3.6739802631578953
21467,CHERRY CROCHET FOOD COVER,106,106,262,996.89,3.8049236641221373
21468,BUTTERFLY CROCHET FOOD COVER,66,66,148,572.23,3.866418918918919
21469,POLKA DOT RAFFIA FOOD COVER,91,91,288,1077.82,3.7424305555555555
21470,FLOWER VINE RAFFIA FOOD COVER,141,141,378,1459.07,3.8599735449735446
21471,STRAWBERRY RAFFIA FOOD COVER,166,166,637,2213.09,3.4742386185243332
21472,LADYBIRD + BEE RAFFIA FOOD COVER,37,37,123,476.41,3.8732520325203255
21473,SWEETHEART CREAM STEEL TABLE RECT,21,21,27,618.66,22.91333333333333
21476,STEEL SWEETHEART ROUND TABLE CREAM,24,24,41,699.63,17.064146341463413
21479,WHITE SKULL HOT WATER BOTTLE ,501,501,3734,19958.52,5.345077664702732
21481,FAWN BLUE HOT WATER BOTTLE,495,495,3226,11226.77,3.4800898946063237
21484,CHICK GREY HOT WATER BOTTLE,404,404,1834,8387.92,4.573565976008724
21485,RETROSPOT HEART HOT WATER BOTTLE,626,626,3513,17609.530000000002,5.012675775690294
21486,PINK HEART DOTS HOT WATER BOTTLE,11,11,36,147.88,4.107777777777778
21488,RED WHITE SCARF  HOT WATER BOTTLE,16,16,69,566.1700000000001,8.205362318840582
21491,,1,1,1,1.95,1.95
21494,ROTATING LEAVES T-LIGHT HOLDER,313,313,1932,3576.33,1.8511024844720496
21495,SKULLS AND CROSSBONES WRAP,166,166,5775,2345.5,0.40614718614718615
21497,FANCY FONTS BIRTHDAY WRAP,230,230,8600,3430.0,0.3988372093023256
21498,RED RETROSPOT WRAP ,336,336,10501,4301.42,0.4096200361870298
21499,BLUE POLKADOT WRAP,217,217,6727,2737.34,0.40691838858332097
21500,PINK POLKADOT WRAP ,213,213,6350,2593.0,0.40834645669291336
21503,TOYBOX  WRAP ,22,22,725,288.5,0.3979310344827586
21504,SKULLS GREETING CARD,115,115,1915,788.97,0.41199477806788515
21506,"FANCY FONT BIRTHDAY CARD, ",323,323,4946,2095.97,0.423770723817226
21507,"ELEPHANT, BIRTHDAY CARD, ",263,263,3308,1415.2,0.4278113663845224
21508,VINTAGE KID DOLLY CARD ,214,214,2478,1041.94,0.4204761904761905
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,274,274,3741,1572.28,0.4202833466987436
21518,BANK ACCOUNT  GREETING  CARD ,38,38,318,132.44,0.41647798742138364
21519,GIN & TONIC DIET GREETING CARD ,246,246,3263,1374.1,0.42111553784860556
21520,BOOZE & WOMEN GREETING CARD ,59,59,502,213.35,0.425
21523,DOORMAT FANCY FONT HOME SWEET HOME,502,502,3241,21561.64,6.652773835236038
21524,DOORMAT SPOTTY HOME SWEET HOME,482,482,1751,13563.51,7.746150770988007
21527,RED RETROSPOT TRADITIONAL TEAPOT ,162,162,447,3496.4900000000002,7.822125279642059
21528,DAIRY MAID TRADITIONAL TEAPOT ,119,119,204,1485.1200000000001,7.28
21530,DAIRY MAID TOASTRACK,112,112,716,721.38,1.0075139664804469
21531,RED RETROSPOT SUGAR JAM BOWL,254,254,1505,3655.92,2.4291827242524917
21533,RETROSPOT LARGE MILK JUG,349,349,1329,6553.320000000001,4.931015801354402
21534,DAIRY MAID LARGE MILK JUG,161,161,363,1844.5300000000002,5.0813498622589535
21535,RED RETROSPOT SMALL MILK JUG,358,358,2465,5930.8099999999995,2.4060081135902633
21537,RED RETROSPOT PUDDING BOWL,68,68,278,1183.46,4.25705035971223
21538,DAIRY MAID  PUDDING BOWL,2,2,5,18.75,3.75
21539,RED RETROSPOT BUTTER DISH,252,252,949,4649.8,4.89968387776607
21544,SKULLS  WATER TRANSFER TATTOOS ,174,174,1975,1690.23,0.8558126582278481
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,22,22,79,253.53000000000003,3.2092405063291145
21555,CERAMIC STRAWBERRY TRINKET TRAY,69,69,137,350.46999999999997,2.558175182481752
21556,CERAMIC STRAWBERRY MONEY BOX,115,115,976,2512.97,2.5747643442622947
21557,SET OF 6 FUNKY BEAKERS,162,162,551,1843.61,3.345934664246824
21558,SKULL LUNCH BOX WITH CUTLERY ,414,414,2134,5557.87,2.6044376757263357
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,580,580,3924,9712.88,2.475249745158002
